Date,AEDUSD,ARSUSD,AUDUSD,BRLUSD,CADUSD,CHFUSD,CLPUSD,CNYUSD,CZKUSD,EURUSD,GBPUSD,HKDUSD,HUFUSD,IDRUSD,ILSUSD,INRUSD,JPYUSD,KRWUSD,MXNUSD,MYRUSD,NOKUSD,NZDUSD,PHPUSD,PLNUSD,RUBUSD,SEKUSD,SGDUSD,THBUSD,TRYUSD,TWDUSD,ZARUSD
2000-01-03,,,,,,,,,,,,,,,,,0.009833808057010174,,,,,,,,,,,,,,
2000-01-04,,,,,,,,,,,,,,,,,0.009695559740066528,,,,,,,,,,,,,,
2000-01-05,,,,,,,,,,,,,,,,,0.009607071056962013,,,,,,,,,,,,,,
2000-01-06,,,,,,,,,,,,,,,,,0.00950299296528101,,,,,,,,,,,,,,
2000-01-07,,,,,,,,,,,,,,,,,0.00949397124350071,,,,,,,,,,,,,,
2000-01-10,,,,,,,,,,,,,,,,,0.009509318508207798,,,,,,,,,,,,,,
2000-01-11,,,,,,,,,,,,,,,,,0.009432182647287846,,,,,,,,,,,,,,
2000-01-12,,,,,,,,,,,,,,,,,0.009459842927753925,,,,,,,,,,,,,,
2000-01-13,,,,,,,,,,,,,,,,,0.009432182647287846,,,,,,,,,,,,,,
2000-01-14,,,,,,,,,,,,,,,,,0.009444654919207096,,,,,,,,,,,,,,
2000-01-17,,,,,,,,,,,,,,,,,0.009533797390758991,,,,,,,,,,,,,,
2000-01-18,,,,,,,,,,,,,,,,,0.009464318864047527,,,,,,,,,,,,,,
2000-01-19,,,,,,,,,,,,,,,,,0.009500284679234028,,,,,,,,,,,,,,
2000-01-20,,,,,,,,,,,,,,,,,0.009495774284005165,,,,,,,,,,,,,,
2000-01-21,,,,,,,,,,,,,,,,,0.009549274109303951,,,,,,,,,,,,,,
2000-01-24,,,,,,,,,,,,,,,,,0.009465214796364307,,,,,,,,,,,,,,
2000-01-25,,,,,,,,,,,,,,,,,0.009445546194911003,,,,,,,,,,,,,,
2000-01-26,,,,,,,,,,,,,,,,,0.009471490979194641,,,,,,,,,,,,,,
2000-01-27,,,,,,,,,,,,,,,,,0.00952471699565649,,,,,,,,,,,,,,
2000-01-28,,,,,,,,,,,,,,,,,0.009340557269752026,,,,,,,,,,,,,,
2000-01-31,,,,,,,,,,,,,,,,,0.009328358806669712,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,,0.009281603619456291,,,,,,,,,,,,,,
2000-02-02,,,,,,,,,,,,,,,,,0.009250693954527378,,,,,,,,,,,,,,
2000-02-03,,,,,,,,,,,,,,,,,0.009306654334068298,,,,,,,,,,,,,,
2000-02-04,,,,,,,,,,,,,,,,,0.009330098517239094,,,,,,,,,,,,,,
2000-02-07,,,,,,,,,,,,,,,,,0.009181893430650234,,,,,,,,,,,,,,
2000-02-08,,,,,,,,,,,,,,,,,0.009140768088400364,,,,,,,,,,,,,,
2000-02-09,,,,,,,,,,,,,,,,,0.009194556623697281,,,,,,,,,,,,,,
2000-02-10,,,,,,,,,,,,,,,,,0.009165062569081783,,,,,,,,,,,,,,
2000-02-11,,,,,,,,,,,,,,,,,0.009191175922751427,,,,,,,,,,,,,,
2000-02-14,,,,,,,,,,,,,,,,,0.009188642725348473,,,,,,,,,,,,,,
2000-02-15,,,,,,,,,,,,,,,,,0.00916842371225357,,,,,,,,,,,,,,
2000-02-16,,,,,,,,,,,,,,,,,0.009144947864115238,,,,,,,,,,,,,,
2000-02-17,,,,,,,,,,,,,,,,,0.009057150222361088,,,,,,,,,,,,,,
2000-02-18,,,,,,,,,,,,,,,,,0.009021200239658356,,,,,,,,,,,,,,
2000-02-21,,,,,,,,,,,,,,,,,0.008988764137029648,,,,,,,,,,,,,,
2000-02-22,,,,,,,,,,,,,,,,,0.009035056456923485,,,,,,,,,,,,,,
2000-02-23,,,,,,,,,,,,,,,,,0.008988764137029648,,,,,,,,,,,,,,
2000-02-24,,,,,,,,,,,,,,,,,0.008984725922346115,,,,,,,,,,,,,,
2000-02-25,,,,,,,,,,,,,,,,,0.009078528732061386,,,,,,,,,,,,,,
2000-02-28,,,,,,,,,,,,,,,,,0.00911577045917511,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,,,,,,,0.009075233712792397,,,,,,,,,,,,,,
2000-03-01,,,,,,,,,,,,,,,,,0.009351037442684174,,,,,,,,,,,,,,
2000-03-02,,,,,,,,,,,,,,,,,0.0092764375731349,,,,,,,,,,,,,,
2000-03-03,,,,,,,,,,,,,,,,,0.009286775253713131,,,,,,,,,,,,,,
2000-03-06,,,,,,,,,,,,,,,,,0.00930925365537405,,,,,,,,,,,,,,
2000-03-07,,,,,,,,,,,,,,,,,0.009417969733476639,,,,,,,,,,,,,,
2000-03-08,,,,,,,,,,,,,,,,,0.00933096930384636,,,,,,,,,,,,,,
2000-03-09,,,,,,,,,,,,,,,,,0.009388789534568787,,,,,,,,,,,,,,
2000-03-10,,,,,,,,,,,,,,,,,0.009414422325789928,,,,,,,,,,,,,,
2000-03-13,,,,,,,,,,,,,,,,,0.009461632929742336,,,,,,,,,,,,,,
2000-03-14,,,,,,,,,,,,,,,,,0.00951384287327528,,,,,,,,,,,,,,
2000-03-15,,,,,,,,,,,,,,,,,0.009467903524637222,,,,,,,,,,,,,,
2000-03-16,,,,,,,,,,,,,,,,,0.009466111660003662,,,,,,,,,,,,,,
2000-03-17,,,,,,,,,,,,,,,,,0.009375585243105888,,,,,,,,,,,,,,
2000-03-20,,,,,,,,,,,,,,,,,0.00940203107893467,,,,,,,,,,,,,,
2000-03-21,,,,,,,,,,,,,,,,,0.009372071363031864,,,,,,,,,,,,,,
2000-03-22,,,,,,,,,,,,,,,,,0.009339684620499611,,,,,,,,,,,,,,
2000-03-23,,,,,,,,,,,,,,,,,0.009321401827037334,,,,,,,,,,,,,,
2000-03-24,,,,,,,,,,,,,,,,,0.009346667677164078,,,,,,,,,,,,,,
2000-03-27,,,,,,,,,,,,,,,,,0.009372071363031864,,,,,,,,,,,,,,
2000-03-28,,,,,,,,,,,,,,,,,0.00945000909268856,,,,,,,,,,,,,,
2000-03-29,,,,,,,,,,,,,,,,,0.009459842927753925,,,,,,,,,,,,,,
2000-03-30,,,,,,,,,,,,,,,,,0.009466111660003662,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,,0.00971250981092453,,,,,,,,,,,,,,
2000-04-03,,,,,,,,,,,,,,,,,0.00952471699565649,,,,,,,,,,,,,,
2000-04-04,,,,,,,,,,,,,,,,,0.009504799731075764,,,,,,,,,,,,,,
2000-04-05,,,,,,,,,,,,,,,,,0.009540163911879063,,,,,,,,,,,,,,
2000-04-06,,,,,,,,,,,,,,,,,0.009552010335028172,,,,,,,,,,,,,,
2000-04-07,,,,,,,,,,,,,,,,,0.00948316790163517,,,,,,,,,,,,,,
2000-04-10,,,,,,,,,,,,,,,,,0.009393199346959591,,,,,,,,,,,,,,
2000-04-11,,,,,,,,,,,,,,,,,0.009363295510411263,,,,,,,,,,,,,,
2000-04-12,,,,,,,,,,,,,,,,,0.009456264786422253,,,,,,,,,,,,,,
2000-04-13,,,,,,,,,,,,,,,,,0.009452689439058304,,,,,,,,,,,,,,
2000-04-14,,,,,,,,,,,,,,,,,0.009545627981424332,,,,,,,,,,,,,,
2000-04-17,,,,,,,,,,,,,,,,,0.009561143815517426,,,,,,,,,,,,,,
2000-04-18,,,,,,,,,,,,,,,,,0.009554748423397541,,,,,,,,,,,,,,
2000-04-19,,,,,,,,,,,,,,,,,0.009537434205412865,,,,,,,,,,,,,,
2000-04-20,,,,,,,,,,,,,,,,,0.009459842927753925,,,,,,,,,,,,,,
2000-04-21,,,,,,,,,,,,,,,,,0.009451795369386673,,,,,,,,,,,,,,
2000-04-24,,,,,,,,,,,,,,,,,0.009461632929742336,,,,,,,,,,,,,,
2000-04-25,,,,,,,,,,,,,,,,,0.009422406554222107,,,,,,,,,,,,,,
2000-04-26,,,,,,,,,,,,,,,,,0.009421519003808498,,,,,,,,,,,,,,
2000-04-27,,,,,,,,,,,,,,,,,0.00940026342868805,,,,,,,,,,,,,,
2000-04-28,,,,,,,,,,,,,,,,,0.009246417321264744,,,,,,,,,,,,,,
2000-05-01,,,,,,,,,,,,,,,,,0.009205560199916363,,,,,,,,,,,,,,
2000-05-02,,,,,,,,,,,,,,,,,0.009220839478075504,,,,,,,,,,,,,,
2000-05-03,,,,,,,,,,,,,,,,,0.009176837280392647,,,,,,,,,,,,,,
